provider_name,npi,specialty,subspecialty,clinical_focus_terms
"ACUNA, DIANNE SILVIA",1902879745,Cardiology,Cardiology,"[""Secondary hypertension"",""Cardiomegaly"",""Abnormal electrocardiogram"",""Palpitations"",""Orthostatic hypotension"",""Resistant hypertension"",""Pulmonary Valve Stenosis"",""Chronic venous insufficiency"",""Heart murmur"",""Sports Cardiology"",""Preventive Cardiology"",""LGBTQIA+ Cardiovascular Health"",""Cardiogenetics"",""Mild mitral valve regurgitation"",""Rheumatic mitral valve prolapse"",""pulmonary arterial hypertension"",""coronary artery disease"",""takotsubo cardiomyopathy"",""electrocardiography"",""Cardiomyopathy, Familial Idiopathic"",""cardiovascular stress testing"",""Postural Orthostatic Tachycardia Syndrome"",""structural disorder of heart"",""primary prevention of ischemic heart disease"",""aortic valve disorder"",""cardiovascular evaluation"",""cardiac valve leak"",""aneurysm of aortic arch"",""mitral"",""bradycardia"",""aortic aneurysm, thoracoabdominal"",""Postpartum cardiomyopathy"",""renal vascular disorder"",""disorder of pericardium"",""tricuspid valve disorder"",""ventricular dysfunction"",""dyslipidemia"",""Holter Monitors"",""cardiologist"",""aortic aneurysm, thoracic"",""coronary artery anomaly nos (disorder)"",""hypertensive heart disease"",""deep vein thrombosis"",""Peripheral edema"",""ventricular arrhythmia"",""ventricular fibrillation"",""tricuspid valve stenosis"",""tricuspid valve insufficiency"",""tachycardia"",""syncope"",""pericarditis"",""pericardial effusion"",""palpitations nos"",""myocarditis"",""myocardial infarction"",""cardiomyopathy"",""mitral valve stenosis"",""mitral valve prolapse"",""mitral valve insufficiency"",""mitral valve disorders nos (disorder)"",""hypertriglyceridemia"",""hypertensive disease"",""hyperlipidemia"",""hypercholesterolemia"",""heart valve disease"",""heart failure"",""heart diseases"",""endocarditis"",""coronary arteriosclerosis"",""chest pain"",""cerebrovascular disorders"",""carotid artery diseases"",""cardiovascular diseases"",""Restrictive cardiomyopathy"",""cardiomyopathy, dilated"",""atrial flutter"",""atrial fibrillation"",""atherosclerosis"",""arteriosclerosis"",""arterial occlusive diseases"",""cardiac arrhythmia"",""aortic valve stenosis"",""aortic valve insufficiency"",""aortic diseases"",""aortic coarctation"",""angina"",""aneurysm""]"
"ADEBAJO, ABIMBOLA",1942684667,Cardiology,Cardiology,"[""Secondary hypertension"",""Cardiomegaly"",""Abnormal electrocardiogram"",""Palpitations"",""Orthostatic hypotension"",""Resistant hypertension"",""Pulmonary Valve Stenosis"",""Chronic venous insufficiency"",""Heart murmur"",""Sports Cardiology"",""Preventive Cardiology"",""LGBTQIA+ Cardiovascular Health"",""Cardiogenetics"",""Mild mitral valve regurgitation"",""Rheumatic mitral valve prolapse"",""pulmonary arterial hypertension"",""coronary artery disease"",""takotsubo cardiomyopathy"",""electrocardiography"",""Cardiomyopathy, Familial Idiopathic"",""cardiovascular stress testing"",""Postural Orthostatic Tachycardia Syndrome"",""structural disorder of heart"",""primary prevention of ischemic heart disease"",""aortic valve disorder"",""cardiovascular evaluation"",""cardiac valve leak"",""aneurysm of aortic arch"",""mitral"",""bradycardia"",""aortic aneurysm, thoracoabdominal"",""Postpartum cardiomyopathy"",""renal vascular disorder"",""disorder of pericardium"",""tricuspid valve disorder"",""ventricular dysfunction"",""dyslipidemia"",""Holter Monitors"",""cardiologist"",""aortic aneurysm, thoracic"",""coronary artery anomaly nos (disorder)"",""hypertensive heart disease"",""deep vein thrombosis"",""Peripheral edema"",""ventricular arrhythmia"",""ventricular fibrillation"",""tricuspid valve stenosis"",""tricuspid valve insufficiency"",""tachycardia"",""syncope"",""pericarditis"",""pericardial effusion"",""palpitations nos"",""myocarditis"",""myocardial infarction"",""cardiomyopathy"",""mitral valve stenosis"",""mitral valve prolapse"",""mitral valve insufficiency"",""mitral valve disorders nos (disorder)"",""hypertriglyceridemia"",""hypertensive disease"",""hyperlipidemia"",""hypercholesterolemia"",""heart valve disease"",""heart failure"",""heart diseases"",""endocarditis"",""coronary arteriosclerosis"",""chest pain"",""cerebrovascular disorders"",""carotid artery diseases"",""cardiovascular diseases"",""Restrictive cardiomyopathy"",""cardiomyopathy, dilated"",""atrial flutter"",""atrial fibrillation"",""atherosclerosis"",""arteriosclerosis"",""arterial occlusive diseases"",""cardiac arrhythmia"",""aortic valve stenosis"",""aortic valve insufficiency"",""aortic diseases"",""aortic coarctation"",""angina"",""aneurysm""]"
"ADIBI, BABACK",1164491346,Cardiology,Cardiology,"[""Secondary hypertension"",""Cardiomegaly"",""Abnormal electrocardiogram"",""Palpitations"",""Orthostatic hypotension"",""Resistant hypertension"",""Pulmonary Valve Stenosis"",""Chronic venous insufficiency"",""Heart murmur"",""Sports Cardiology"",""Preventive Cardiology"",""LGBTQIA+ Cardiovascular Health"",""Cardiogenetics"",""Mild mitral valve regurgitation"",""Rheumatic mitral valve prolapse"",""pulmonary arterial hypertension"",""coronary artery disease"",""takotsubo cardiomyopathy"",""electrocardiography"",""Cardiomyopathy, Familial Idiopathic"",""cardiovascular stress testing"",""Postural Orthostatic Tachycardia Syndrome"",""structural disorder of heart"",""primary prevention of ischemic heart disease"",""aortic valve disorder"",""cardiovascular evaluation"",""cardiac valve leak"",""aneurysm of aortic arch"",""mitral"",""bradycardia"",""aortic aneurysm, thoracoabdominal"",""Postpartum cardiomyopathy"",""renal vascular disorder"",""disorder of pericardium"",""tricuspid valve disorder"",""ventricular dysfunction"",""dyslipidemia"",""Holter Monitors"",""cardiologist"",""aortic aneurysm, thoracic"",""coronary artery anomaly nos (disorder)"",""hypertensive heart disease"",""deep vein thrombosis"",""Peripheral edema"",""ventricular arrhythmia"",""ventricular fibrillation"",""tricuspid valve stenosis"",""tricuspid valve insufficiency"",""tachycardia"",""syncope"",""pericarditis"",""pericardial effusion"",""palpitations nos"",""myocarditis"",""myocardial infarction"",""cardiomyopathy"",""mitral valve stenosis"",""mitral valve prolapse"",""mitral valve insufficiency"",""mitral valve disorders nos (disorder)"",""hypertriglyceridemia"",""hypertensive disease"",""hyperlipidemia"",""hypercholesterolemia"",""heart valve disease"",""heart failure"",""heart diseases"",""endocarditis"",""coronary arteriosclerosis"",""chest pain"",""cerebrovascular disorders"",""carotid artery diseases"",""cardiovascular diseases"",""Restrictive cardiomyopathy"",""cardiomyopathy, dilated"",""atrial flutter"",""atrial fibrillation"",""atherosclerosis"",""arteriosclerosis"",""arterial occlusive diseases"",""cardiac arrhythmia"",""aortic valve stenosis"",""aortic valve insufficiency"",""aortic diseases"",""aortic coarctation"",""angina"",""aneurysm""]"
"ADIGUZEL, ARZU",1598019127,Cardiology,Cardiology,"[""Secondary hypertension"",""Cardiomegaly"",""Abnormal electrocardiogram"",""Palpitations"",""Orthostatic hypotension"",""Resistant hypertension"",""Pulmonary Valve Stenosis"",""Chronic venous insufficiency"",""Heart murmur"",""Sports Cardiology"",""Preventive Cardiology"",""LGBTQIA+ Cardiovascular Health"",""Cardiogenetics"",""Mild mitral valve regurgitation"",""Rheumatic mitral valve prolapse"",""pulmonary arterial hypertension"",""coronary artery disease"",""takotsubo cardiomyopathy"",""electrocardiography"",""Cardiomyopathy, Familial Idiopathic"",""cardiovascular stress testing"",""Postural Orthostatic Tachycardia Syndrome"",""structural disorder of heart"",""primary prevention of ischemic heart disease"",""aortic valve disorder"",""cardiovascular evaluation"",""cardiac valve leak"",""aneurysm of aortic arch"",""mitral"",""bradycardia"",""aortic aneurysm, thoracoabdominal"",""Postpartum cardiomyopathy"",""renal vascular disorder"",""disorder of pericardium"",""tricuspid valve disorder"",""ventricular dysfunction"",""dyslipidemia"",""Holter Monitors"",""cardiologist"",""aortic aneurysm, thoracic"",""coronary artery anomaly nos (disorder)"",""hypertensive heart disease"",""deep vein thrombosis"",""Peripheral edema"",""ventricular arrhythmia"",""ventricular fibrillation"",""tricuspid valve stenosis"",""tricuspid valve insufficiency"",""tachycardia"",""syncope"",""pericarditis"",""pericardial effusion"",""palpitations nos"",""myocarditis"",""myocardial infarction"",""cardiomyopathy"",""mitral valve stenosis"",""mitral valve prolapse"",""mitral valve insufficiency"",""mitral valve disorders nos (disorder)"",""hypertriglyceridemia"",""hypertensive disease"",""hyperlipidemia"",""hypercholesterolemia"",""heart valve disease"",""heart failure"",""heart diseases"",""endocarditis"",""coronary arteriosclerosis"",""chest pain"",""cerebrovascular disorders"",""carotid artery diseases"",""cardiovascular diseases"",""Restrictive cardiomyopathy"",""cardiomyopathy, dilated"",""atrial flutter"",""atrial fibrillation"",""atherosclerosis"",""arteriosclerosis"",""arterial occlusive diseases"",""cardiac arrhythmia"",""aortic valve stenosis"",""aortic valve insufficiency"",""aortic diseases"",""aortic coarctation"",""angina"",""aneurysm""]"
"AFFLU, ERNEST D",1447294764,Cardiology,Cardiology,"[""Secondary hypertension"",""Cardiomegaly"",""Abnormal electrocardiogram"",""Palpitations"",""Orthostatic hypotension"",""Resistant hypertension"",""Pulmonary Valve Stenosis"",""Chronic venous insufficiency"",""Heart murmur"",""Sports Cardiology"",""Preventive Cardiology"",""LGBTQIA+ Cardiovascular Health"",""Cardiogenetics"",""Mild mitral valve regurgitation"",""Rheumatic mitral valve prolapse"",""pulmonary arterial hypertension"",""coronary artery disease"",""takotsubo cardiomyopathy"",""electrocardiography"",""Cardiomyopathy, Familial Idiopathic"",""cardiovascular stress testing"",""Postural Orthostatic Tachycardia Syndrome"",""structural disorder of heart"",""primary prevention of ischemic heart disease"",""aortic valve disorder"",""cardiovascular evaluation"",""cardiac valve leak"",""aneurysm of aortic arch"",""mitral"",""bradycardia"",""aortic aneurysm, thoracoabdominal"",""Postpartum cardiomyopathy"",""renal vascular disorder"",""disorder of pericardium"",""tricuspid valve disorder"",""ventricular dysfunction"",""dyslipidemia"",""Holter Monitors"",""cardiologist"",""aortic aneurysm, thoracic"",""coronary artery anomaly nos (disorder)"",""hypertensive heart disease"",""deep vein thrombosis"",""Peripheral edema"",""ventricular arrhythmia"",""ventricular fibrillation"",""tricuspid valve stenosis"",""tricuspid valve insufficiency"",""tachycardia"",""syncope"",""pericarditis"",""pericardial effusion"",""palpitations nos"",""myocarditis"",""myocardial infarction"",""cardiomyopathy"",""mitral valve stenosis"",""mitral valve prolapse"",""mitral valve insufficiency"",""mitral valve disorders nos (disorder)"",""hypertriglyceridemia"",""hypertensive disease"",""hyperlipidemia"",""hypercholesterolemia"",""heart valve disease"",""heart failure"",""heart diseases"",""endocarditis"",""coronary arteriosclerosis"",""chest pain"",""cerebrovascular disorders"",""carotid artery diseases"",""cardiovascular diseases"",""Restrictive cardiomyopathy"",""cardiomyopathy, dilated"",""atrial flutter"",""atrial fibrillation"",""atherosclerosis"",""arteriosclerosis"",""arterial occlusive diseases"",""cardiac arrhythmia"",""aortic valve stenosis"",""aortic valve insufficiency"",""aortic diseases"",""aortic coarctation"",""angina"",""aneurysm""]"
"HTUN, WAH WAH",1083943179,Cardiology,Cardiology - Adult Congenital,"[""Single Ventricle Defect"",""Dextrocardia"",""ventricular septal defect"",""atrial septal defect"",""Vascular ring"",""truncus arteriosus"",""transposition of great vessels"",""Total anomalous pulmonary venous return"",""tetralogy of fallot"",""Subaortic stenosis"",""Right ventricular outflow tract abnormality"",""Pulmonary Valve Stenosis"",""Pulmonary Stenosis"",""Patent ductus arteriosus"",""mitral valve stenosis"",""Left ventricular outflow tract abnormality"",""Interrupted aortic arch"",""Hypoplastic Left Heart Syndrome"",""Heterotaxy Syndrome"",""Eisenmenger ventricular septal defect"",""Ebstein Anomaly"",""Double Outlet Right Ventricle"",""congenital atresia of pulmonary valve"",""Bicuspid aortic valve"",""atrioventricular septal defect"",""aortic valve stenosis"",""aortic coarctation""]"
"FINKIELSTEIN, DENNIS",1245214345,Cardiology,Cardiology,"[""coronary artery disease"",""atrial fibrillation"",""heart failure"",""cardiomyopathy"",""hypertension"",""valve disorders"",""Preventive Cardiology"",""Sports Cardiology"",""Cardiogenetics""]"
"KIM, YULI Y",1952573842,Cardiology,Cardiology - Adult Congenital,"[""Single Ventricle Defect"",""Dextrocardia"",""ventricular septal defect"",""atrial septal defect"",""Vascular ring"",""truncus arteriosus"",""transposition of great vessels"",""Total anomalous pulmonary venous return"",""tetralogy of fallot"",""Subaortic stenosis"",""Right ventricular outflow tract abnormality"",""Pulmonary Valve Stenosis"",""Pulmonary Stenosis"",""Patent ductus arteriosus"",""mitral valve stenosis"",""Left ventricular outflow tract abnormality"",""Interrupted aortic arch"",""Hypoplastic Left Heart Syndrome"",""Heterotaxy Syndrome"",""Eisenmenger ventricular septal defect"",""Ebstein Anomaly"",""Double Outlet Right Ventricle"",""congenital atresia of pulmonary valve"",""Bicuspid aortic valve"",""atrioventricular septal defect"",""aortic valve stenosis"",""aortic coarctation""]"
"LAU, DAVID HAI-PONG",1902064421,Cardiology,Cardiology - Adult Congenital,"[""Single Ventricle Defect"",""Dextrocardia"",""ventricular septal defect"",""atrial septal defect"",""Vascular ring"",""truncus arteriosus"",""transposition of great vessels"",""Total anomalous pulmonary venous return"",""tetralogy of fallot"",""Subaortic stenosis"",""Right ventricular outflow tract abnormality"",""Pulmonary Valve Stenosis"",""Pulmonary Stenosis"",""Patent ductus arteriosus"",""mitral valve stenosis"",""Left ventricular outflow tract abnormality"",""Interrupted aortic arch"",""Hypoplastic Left Heart Syndrome"",""Heterotaxy Syndrome"",""Eisenmenger ventricular septal defect"",""Ebstein Anomaly"",""Double Outlet Right Ventricle"",""congenital atresia of pulmonary valve"",""Bicuspid aortic valve"",""atrioventricular septal defect"",""aortic valve stenosis"",""aortic coarctation""]"
"LIOU, MICHAEL CHIEN-HONG",1447456231,Cardiology,Cardiology - Adult Congenital,"[""Single Ventricle Defect"",""Dextrocardia"",""ventricular septal defect"",""atrial septal defect"",""Vascular ring"",""truncus arteriosus"",""transposition of great vessels"",""Total anomalous pulmonary venous return"",""tetralogy of fallot"",""Subaortic stenosis"",""Right ventricular outflow tract abnormality"",""Pulmonary Valve Stenosis"",""Pulmonary Stenosis"",""Patent ductus arteriosus"",""mitral valve stenosis"",""Left ventricular outflow tract abnormality"",""Interrupted aortic arch"",""Hypoplastic Left Heart Syndrome"",""Heterotaxy Syndrome"",""Eisenmenger ventricular septal defect"",""Ebstein Anomaly"",""Double Outlet Right Ventricle"",""congenital atresia of pulmonary valve"",""Bicuspid aortic valve"",""atrioventricular septal defect"",""aortic valve stenosis"",""aortic coarctation""]"
"PILGRIM, SCOTT MATTHEW",1487855169,Cardiology,Cardiology - Adult Congenital,"[""Single Ventricle Defect"",""Dextrocardia"",""ventricular septal defect"",""atrial septal defect"",""Vascular ring"",""truncus arteriosus"",""transposition of great vessels"",""Total anomalous pulmonary venous return"",""tetralogy of fallot"",""Subaortic stenosis"",""Right ventricular outflow tract abnormality"",""Pulmonary Valve Stenosis"",""Pulmonary Stenosis"",""Patent ductus arteriosus"",""mitral valve stenosis"",""Left ventricular outflow tract abnormality"",""Interrupted aortic arch"",""Hypoplastic Left Heart Syndrome"",""Heterotaxy Syndrome"",""Eisenmenger ventricular septal defect"",""Ebstein Anomaly"",""Double Outlet Right Ventricle"",""congenital atresia of pulmonary valve"",""Bicuspid aortic valve"",""atrioventricular septal defect"",""aortic valve stenosis"",""aortic coarctation""]"
"SABANAYAGAM, AARTHI",1063665339,Cardiology,Cardiology - Adult Congenital,"[""Single Ventricle Defect"",""Dextrocardia"",""ventricular septal defect"",""atrial septal defect"",""Vascular ring"",""truncus arteriosus"",""transposition of great vessels"",""Total anomalous pulmonary venous return"",""tetralogy of fallot"",""Subaortic stenosis"",""Right ventricular outflow tract abnormality"",""Pulmonary Valve Stenosis"",""Pulmonary Stenosis"",""Patent ductus arteriosus"",""mitral valve stenosis"",""Left ventricular outflow tract abnormality"",""Interrupted aortic arch"",""Hypoplastic Left Heart Syndrome"",""Heterotaxy Syndrome"",""Eisenmenger ventricular septal defect"",""Ebstein Anomaly"",""Double Outlet Right Ventricle"",""congenital atresia of pulmonary valve"",""Bicuspid aortic valve"",""atrioventricular septal defect"",""aortic valve stenosis"",""aortic coarctation""]"
"SHAH, SOORAJ",1902041643,Cardiology,Cardiology - Adult Congenital,"[""Single Ventricle Defect"",""Dextrocardia"",""ventricular septal defect"",""atrial septal defect"",""Vascular ring"",""truncus arteriosus"",""transposition of great vessels"",""Total anomalous pulmonary venous return"",""tetralogy of fallot"",""Subaortic stenosis"",""Right ventricular outflow tract abnormality"",""Pulmonary Valve Stenosis"",""Pulmonary Stenosis"",""Patent ductus arteriosus"",""mitral valve stenosis"",""Left ventricular outflow tract abnormality"",""Interrupted aortic arch"",""Hypoplastic Left Heart Syndrome"",""Heterotaxy Syndrome"",""Eisenmenger ventricular septal defect"",""Ebstein Anomaly"",""Double Outlet Right Ventricle"",""congenital atresia of pulmonary valve"",""Bicuspid aortic valve"",""atrioventricular septal defect"",""aortic valve stenosis"",""aortic coarctation""]"
"SINGH, HARSIMRAN SACHDEVA",1841224342,Cardiology,Cardiology - Adult Congenital,"[""Single Ventricle Defect"",""Dextrocardia"",""ventricular septal defect"",""atrial septal defect"",""Vascular ring"",""truncus arteriosus"",""transposition of great vessels"",""Total anomalous pulmonary venous return"",""tetralogy of fallot"",""Subaortic stenosis"",""Right ventricular outflow tract abnormality"",""Pulmonary Valve Stenosis"",""Pulmonary Stenosis"",""Patent ductus arteriosus"",""mitral valve stenosis"",""Left ventricular outflow tract abnormality"",""Interrupted aortic arch"",""Hypoplastic Left Heart Syndrome"",""Heterotaxy Syndrome"",""Eisenmenger ventricular septal defect"",""Ebstein Anomaly"",""Double Outlet Right Ventricle"",""congenital atresia of pulmonary valve"",""Bicuspid aortic valve"",""atrioventricular septal defect"",""aortic valve stenosis"",""aortic coarctation""]"
"SOMMER, ROBERT JAY",1316954514,Cardiology,Cardiology - Adult Congenital,"[""Single Ventricle Defect"",""Dextrocardia"",""ventricular septal defect"",""atrial septal defect"",""Vascular ring"",""truncus arteriosus"",""transposition of great vessels"",""Total anomalous pulmonary venous return"",""tetralogy of fallot"",""Subaortic stenosis"",""Right ventricular outflow tract abnormality"",""Pulmonary Valve Stenosis"",""Pulmonary Stenosis"",""Patent ductus arteriosus"",""mitral valve stenosis"",""Left ventricular outflow tract abnormality"",""Interrupted aortic arch"",""Hypoplastic Left Heart Syndrome"",""Heterotaxy Syndrome"",""Eisenmenger ventricular septal defect"",""Ebstein Anomaly"",""Double Outlet Right Ventricle"",""congenital atresia of pulmonary valve"",""Bicuspid aortic valve"",""atrioventricular septal defect"",""aortic valve stenosis"",""aortic coarctation""]"
"WAGMAN, GABRIEL MICHAEL",1487989190,Cardiology,Cardiology - Adult Congenital,"[""Single Ventricle Defect"",""Dextrocardia"",""ventricular septal defect"",""atrial septal defect"",""Vascular ring"",""truncus arteriosus"",""transposition of great vessels"",""Total anomalous pulmonary venous return"",""tetralogy of fallot"",""Subaortic stenosis"",""Right ventricular outflow tract abnormality"",""Pulmonary Valve Stenosis"",""Pulmonary Stenosis"",""Patent ductus arteriosus"",""mitral valve stenosis"",""Left ventricular outflow tract abnormality"",""Interrupted aortic arch"",""Hypoplastic Left Heart Syndrome"",""Heterotaxy Syndrome"",""Eisenmenger ventricular septal defect"",""Ebstein Anomaly"",""Double Outlet Right Ventricle"",""congenital atresia of pulmonary valve"",""Bicuspid aortic valve"",""atrioventricular septal defect"",""aortic valve stenosis"",""aortic coarctation""]"
"ROJAS-MARTE, GEURYS",1710234547,Cardiology,Cardiology - Advanced Heart Failure,"[""heart failure"",""dilated cardiomyopathy"",""restrictive cardiomyopathy"",""hypertrophic cardiomyopathy"",""cardiac amyloidosis (ATTR)"",""cardiac amyloidosis (AL)"",""myocarditis"",""takotsubo cardiomyopathy"",""ventricular dysfunction""]"
"AGGARWAL-GUPTA, CHHAYA",1518124684,Cardiology,Cardiology - Advanced Heart Failure,"[""Amyloid cardiomyopathy"",""Light chain (AL) cardiac amyloidosis"",""Hereditary transthyretin cardiac amyloidosis"",""Wild-type transthyretin (ATTR) amyloidosis"",""Cardiac Amyloidosis"",""Cardiac sarcoidosis"",""Advanced Heart Failure Cardiologist"",""Severe aortic valve stenosis"",""Systolic left ventricular heart failure"",""Heart failure with reduced ejection fraction"",""Inflammatory cardiomyopathy"",""Heart failure with normal ejection fraction"",""Chronic combined systolic and diastolic heart failure"",""takotsubo cardiomyopathy"",""structural disorder of heart"",""Heart Failure, Diastolic"",""Heart Failure, Systolic"",""Refractory angina"",""Intra-aortic balloon pump, device"",""ischemic cardiomyopathy"",""ventricular dysfunction"",""Heart Failure, Right-Sided"",""myocarditis"",""cardiomyopathy"",""congestive heart failure"",""heart failure"",""Restrictive cardiomyopathy"",""hypertrophic cardiomyopathy"",""cardiomyopathy, dilated""]"
"ALVAREZ VILLELA, MIGUEL ALBERTO",1740561133,Cardiology,Cardiology - Advanced Heart Failure,"[""Amyloid cardiomyopathy"",""Light chain (AL) cardiac amyloidosis"",""Hereditary transthyretin cardiac amyloidosis"",""Wild-type transthyretin (ATTR) amyloidosis"",""Cardiac Amyloidosis"",""Cardiac sarcoidosis"",""Advanced Heart Failure Cardiologist"",""Severe aortic valve stenosis"",""Systolic left ventricular heart failure"",""Heart failure with reduced ejection fraction"",""Inflammatory cardiomyopathy"",""Heart failure with normal ejection fraction"",""Chronic combined systolic and diastolic heart failure"",""takotsubo cardiomyopathy"",""structural disorder of heart"",""Heart Failure, Diastolic"",""Heart Failure, Systolic"",""Refractory angina"",""Intra-aortic balloon pump, device"",""ischemic cardiomyopathy"",""ventricular dysfunction"",""Heart Failure, Right-Sided"",""myocarditis"",""cardiomyopathy"",""congestive heart failure"",""heart failure"",""Restrictive cardiomyopathy"",""hypertrophic cardiomyopathy"",""cardiomyopathy, dilated""]"
"AVILA ROBLES, MARIA D",1508014002,Cardiology,Cardiology - Advanced Heart Failure,"[""Amyloid cardiomyopathy"",""Light chain (AL) cardiac amyloidosis"",""Hereditary transthyretin cardiac amyloidosis"",""Wild-type transthyretin (ATTR) amyloidosis"",""Cardiac Amyloidosis"",""Cardiac sarcoidosis"",""Advanced Heart Failure Cardiologist"",""Severe aortic valve stenosis"",""Systolic left ventricular heart failure"",""Heart failure with reduced ejection fraction"",""Inflammatory cardiomyopathy"",""Heart failure with normal ejection fraction"",""Chronic combined systolic and diastolic heart failure"",""takotsubo cardiomyopathy"",""structural disorder of heart"",""Heart Failure, Diastolic"",""Heart Failure, Systolic"",""Refractory angina"",""Intra-aortic balloon pump, device"",""ischemic cardiomyopathy"",""ventricular dysfunction"",""Heart Failure, Right-Sided"",""myocarditis"",""cardiomyopathy"",""congestive heart failure"",""heart failure"",""Restrictive cardiomyopathy"",""hypertrophic cardiomyopathy"",""cardiomyopathy, dilated""]"
"AXSOM, KELLY MARIE",1841459997,Cardiology,Cardiology - Advanced Heart Failure,"[""Amyloid cardiomyopathy"",""Light chain (AL) cardiac amyloidosis"",""Hereditary transthyretin cardiac amyloidosis"",""Wild-type transthyretin (ATTR) amyloidosis"",""Cardiac Amyloidosis"",""Cardiac sarcoidosis"",""Advanced Heart Failure Cardiologist"",""Severe aortic valve stenosis"",""Systolic left ventricular heart failure"",""Heart failure with reduced ejection fraction"",""Inflammatory cardiomyopathy"",""Heart failure with normal ejection fraction"",""Chronic combined systolic and diastolic heart failure"",""takotsubo cardiomyopathy"",""structural disorder of heart"",""Heart Failure, Diastolic"",""Heart Failure, Systolic"",""Refractory angina"",""Intra-aortic balloon pump, device"",""ischemic cardiomyopathy"",""ventricular dysfunction"",""Heart Failure, Right-Sided"",""myocarditis"",""cardiomyopathy"",""congestive heart failure"",""heart failure"",""Restrictive cardiomyopathy"",""hypertrophic cardiomyopathy"",""cardiomyopathy, dilated""]"
"BERKOWITZ, ROBERT L",1437217973,Cardiology,Cardiology - Advanced Heart Failure,"[""Amyloid cardiomyopathy"",""Light chain (AL) cardiac amyloidosis"",""Hereditary transthyretin cardiac amyloidosis"",""Wild-type transthyretin (ATTR) amyloidosis"",""Cardiac Amyloidosis"",""Cardiac sarcoidosis"",""Advanced Heart Failure Cardiologist"",""Severe aortic valve stenosis"",""Systolic left ventricular heart failure"",""Heart failure with reduced ejection fraction"",""Inflammatory cardiomyopathy"",""Heart failure with normal ejection fraction"",""Chronic combined systolic and diastolic heart failure"",""takotsubo cardiomyopathy"",""structural disorder of heart"",""Heart Failure, Diastolic"",""Heart Failure, Systolic"",""Refractory angina"",""Intra-aortic balloon pump, device"",""ischemic cardiomyopathy"",""ventricular dysfunction"",""Heart Failure, Right-Sided"",""myocarditis"",""cardiomyopathy"",""congestive heart failure"",""heart failure"",""Restrictive cardiomyopathy"",""hypertrophic cardiomyopathy"",""cardiomyopathy, dilated""]"
"BIJOU, RACHEL",1225115082,Cardiology,Cardiology - Advanced Heart Failure,"[""Amyloid cardiomyopathy"",""Light chain (AL) cardiac amyloidosis"",""Hereditary transthyretin cardiac amyloidosis"",""Wild-type transthyretin (ATTR) amyloidosis"",""Cardiac Amyloidosis"",""Cardiac sarcoidosis"",""Advanced Heart Failure Cardiologist"",""Severe aortic valve stenosis"",""Systolic left ventricular heart failure"",""Heart failure with reduced ejection fraction"",""Inflammatory cardiomyopathy"",""Heart failure with normal ejection fraction"",""Chronic combined systolic and diastolic heart failure"",""takotsubo cardiomyopathy"",""structural disorder of heart"",""Heart Failure, Diastolic"",""Heart Failure, Systolic"",""Refractory angina"",""Intra-aortic balloon pump, device"",""ischemic cardiomyopathy"",""ventricular dysfunction"",""Heart Failure, Right-Sided"",""myocarditis"",""cardiomyopathy"",""congestive heart failure"",""heart failure"",""Restrictive cardiomyopathy"",""hypertrophic cardiomyopathy"",""cardiomyopathy, dilated""]"
"BLOOM, MICHELLE EMILY",1952569873,Cardiology,Cardiology - Advanced Heart Failure,"[""Amyloid cardiomyopathy"",""Light chain (AL) cardiac amyloidosis"",""Hereditary transthyretin cardiac amyloidosis"",""Wild-type transthyretin (ATTR) amyloidosis"",""Cardiac Amyloidosis"",""Cardiac sarcoidosis"",""Advanced Heart Failure Cardiologist"",""Severe aortic valve stenosis"",""Systolic left ventricular heart failure"",""Heart failure with reduced ejection fraction"",""Inflammatory cardiomyopathy"",""Heart failure with normal ejection fraction"",""Chronic combined systolic and diastolic heart failure"",""takotsubo cardiomyopathy"",""structural disorder of heart"",""Heart Failure, Diastolic"",""Heart Failure, Systolic"",""Refractory angina"",""Intra-aortic balloon pump, device"",""ischemic cardiomyopathy"",""ventricular dysfunction"",""Heart Failure, Right-Sided"",""myocarditis"",""cardiomyopathy"",""congestive heart failure"",""heart failure"",""Restrictive cardiomyopathy"",""hypertrophic cardiomyopathy"",""cardiomyopathy, dilated""]"
"BUTLER, JAVED",1639100928,Cardiology,Cardiology - Advanced Heart Failure,"[""Amyloid cardiomyopathy"",""Light chain (AL) cardiac amyloidosis"",""Hereditary transthyretin cardiac amyloidosis"",""Wild-type transthyretin (ATTR) amyloidosis"",""Cardiac Amyloidosis"",""Cardiac sarcoidosis"",""Advanced Heart Failure Cardiologist"",""Severe aortic valve stenosis"",""Systolic left ventricular heart failure"",""Heart failure with reduced ejection fraction"",""Inflammatory cardiomyopathy"",""Heart failure with normal ejection fraction"",""Chronic combined systolic and diastolic heart failure"",""takotsubo cardiomyopathy"",""structural disorder of heart"",""Heart Failure, Diastolic"",""Heart Failure, Systolic"",""Refractory angina"",""Intra-aortic balloon pump, device"",""ischemic cardiomyopathy"",""ventricular dysfunction"",""Heart Failure, Right-Sided"",""myocarditis"",""cardiomyopathy"",""congestive heart failure"",""heart failure"",""Restrictive cardiomyopathy"",""hypertrophic cardiomyopathy"",""cardiomyopathy, dilated""]"
